shift_duration_hours,consecutive_work_days,night_work_fraction,weather_stress_index,self_reported_tiredness,workload_risk_label
4.216592530873757,1,0.28450047986757204,0.5,5,Low
12.0,2,0.3816364682849919,1.0,3,High
10.81549413851021,1,0.0,0.0,3,Low
4.239897861122697,3,0.5844839159001372,0.5,3,Medium
6.205601529452383,1,0.46318726470034954,0.5,2,Low
8.017873473293434,4,0.0,0.5,2,Low
9.5,6,0.6,1.0,4,High
11.906295772165384,5,0.6100836164242474,0.5,5,High
7.316184460742838,6,0.6996433697103267,0.0,1,Medium
9.734797329230744,2,0.10891129153830896,0.5,1,Low
9.320777704965275,6,0.0,1.0,2,High
9.000586074436127,5,0.00984147790065881,1.0,5,High
11.964310499527075,4,0.12294234747428119,0.5,5,High
7.343778478550493,5,0.10160805992212452,0.5,5,High
6.064048220098878,7,0.30804426305902216,0.0,5,High
7.836400696656548,2,0.09546047441638571,1.0,4,Medium
8.634285895396607,4,0.2639156674321933,0.0,5,Medium
7.327807914707709,4,0.03577648932551764,0.0,1,Low
7.557763607775383,7,0.08410187022241948,1.0,3,High
6.923513726592934,5,0.5892337967553689,0.5,3,High
5.6,2,0.1,0.5,2,Low
10.43693600184283,5,0.611523685424847,0.5,3,High
4.860968750023361,2,0.16938622706892947,0.5,2,Low
3.4695192194757047,7,0.0001867804115802378,0.0,2,Low
10.126024007361337,1,0.49051512511143625,0.0,3,Medium
6.058717689361407,1,0.20738804785868353,1.0,4,Medium
6.061885342119979,4,0.1929642808965468,0.0,3,Low
5.631783519586147,4,0.6566235589389237,1.0,5,High
10.146321510542537,7,0.29932972396262175,0.0,2,High
8.064254783671162,1,0.13762227558281662,0.0,3,Low
9.117999413314665,3,0.007505333363590184,0.5,2,Low
4.406824448907125,7,0.0,0.5,4,Medium
4.637493228415955,6,0.014589115592612235,0.5,2,Low
8.061362890694475,4,0.10679705034165224,0.0,5,Medium
6.012830488836976,4,0.8032610867877831,0.5,5,High
6.313770194906084,7,0.49753269305320114,0.5,1,Medium
8.599263131077338,5,0.3614765100858234,0.0,5,High
11.851889590226717,2,0.7943048674004131,1.0,1,High
9.92205264507657,4,0.20781059933973609,0.5,5,High
4.312308463622543,4,0.5559872173923248,0.5,2,Medium
9.993847958550333,6,0.1843179987671892,0.0,3,Medium
10.211881382796841,1,0.0767389528361266,0.5,5,Medium
8.475971221894996,6,0.026908326245220687,0.0,5,Medium
5.65053835249897,2,0.3105863264263911,0.5,3,Low
5.879685545688376,5,0.0,0.0,1,Low
9.008441373766537,5,0.0,1.0,5,High
7.585504528133057,3,0.13420704564963726,0.0,2,Low
6.000545366352431,2,0.2862090073632862,0.0,3,Low
3.6790126735903774,2,0.036352622586477375,0.5,3,Low
3.6477478272452153,7,0.30468134951138004,0.5,1,Medium
4.453592509357911,4,0.8293160552727052,1.0,1,Medium
4.247009216358759,5,0.6410223825117511,1.0,3,High
9.40206714258732,1,0.4888181488877258,0.0,1,Low
4.525022819600071,3,0.1931513671965044,1.0,2,Low
7.644104399066455,3,0.29731585592402127,0.0,5,Medium
9.720524640092648,1,0.007973218447045542,1.0,4,Medium
4.631583740147801,3,0.2976086961151451,1.0,1,Low
6.466968653205948,1,0.10174600652830118,1.0,5,Medium
5.7765432080182,3,0.24350911811513049,0.5,3,Low
9.210309313173145,2,0.0,0.5,2,Low
6.937413210856432,7,0.858233607075752,0.5,4,High
5.993072931969977,2,0.6728408286581716,0.0,1,Low
8.889683719230746,4,0.8355091211269859,0.5,2,High
8.269420247853017,4,0.5063627771874558,0.5,5,High
8.439225999041737,3,0.6285890439511888,0.5,3,High
6.44066828650281,7,0.21129874182822359,0.5,3,High
3.3875522660119355,7,0.3129398554929833,0.5,4,Medium
11.727283881702958,4,0.916207557378424,1.0,1,High
4.782703112486789,7,0.16834053601713633,0.5,1,Low
8.093201471627445,1,0.02606694405225537,0.0,2,Low
7.789655755882475,4,0.0,1.0,3,Medium
10.778759315832279,4,0.20956423707790894,0.5,5,High
8.369321173330068,4,0.028097685431309756,1.0,3,High
8.16232127480985,3,0.09162906828834154,1.0,5,High
3.760951646000911,3,0.0,0.0,3,Low
6.509691028612295,6,0.20724233408103446,1.0,5,High
8.937446505367618,2,0.5695325028404792,0.5,5,High
10.070682164883502,2,0.19725825679943157,0.0,4,Medium
9.43610694255487,3,0.5920553392048653,0.0,4,High
8.758691633297175,4,0.3189983055935974,0.0,4,Medium
11.02799586590424,5,0.0958924591692014,0.0,5,High
12.0,1,0.11444185697354561,0.5,4,Medium
8.261928809096384,1,0.1117076949443284,0.5,2,Low
5.460593461149232,4,0.1967767323564049,0.0,5,Low
4.417053151132604,1,0.027397510893951166,0.5,3,Low
7.381163928097834,1,0.08526093115873605,0.5,1,Low
5.946451025525691,1,0.8374035438438104,1.0,1,Medium
3.754170679672522,5,0.3201160528435098,0.0,2,Low
4.9953717244281854,3,0.31226957804308103,0.5,3,Low
3.7502521824208968,7,0.024317417601741033,0.5,5,Medium
6.8052524402470125,5,0.41794935589613563,0.0,2,Low
10.180462737236216,2,0.7057049131376083,0.5,5,High
5.070730683306985,3,0.0,1.0,3,Low
11.264028904563682,6,0.7118193910374823,0.5,3,High
9.113748365008101,7,0.18871423005090404,0.5,1,Medium
7.1956365513475635,6,0.033304861592233635,0.5,4,Medium
5.806308237612723,1,0.1342798278739553,1.0,2,Low
5.852555465000967,1,0.4075250248383,0.5,3,Low
3.8286513744193797,1,0.0,0.5,5,Low
8.75387241008879,2,0.18053784484660168,0.5,2,Low
11.522707007827593,3,0.22543792221296774,1.0,4,High
10.117140761995996,3,0.8991336442628123,1.0,1,High
11.271052843474873,2,0.47577021753862014,1.0,3,High
3.2900387992673656,2,0.19596136063863037,0.5,4,Low
9.418012785041036,1,0.6872182992645217,0.5,2,Medium
9.775946113030937,2,0.5679393217144076,0.5,1,Medium
5.620381555196596,1,0.21369635634176684,0.5,4,Low
3.980979204795729,7,0.5672683770908399,0.0,2,Medium
4.741513683706568,7,0.49354572005270025,0.0,2,Medium
11.667269803897778,4,0.5704363454094618,0.0,3,High
9.361737096407387,3,0.6764924601357863,0.0,4,High
9.927298069766264,6,0.10283910111211456,0.0,3,Medium
4.060388147899514,6,0.20370426237190642,0.0,1,Low
9.0,5,0.5,0.5,4,High
10.007413802583484,2,0.6949117238791184,1.0,4,High
9.146679401561602,6,0.38465320915244855,0.0,3,Medium
6.74298629914228,2,0.30123117635564756,0.5,4,Medium
7.067045605272532,2,0.45139685098380766,0.5,4,Medium
7.3662830857425075,6,0.5397121709745955,1.0,3,High
11.159452367000277,1,0.6904429137095031,0.0,2,Medium
4.445487832220891,3,0.8984764418350913,0.0,2,Low
4.171290968736807,4,0.6189895896056702,0.5,5,High
9.145563684957088,2,0.24597779267802106,0.0,2,Low
8.674558079833854,4,0.20373724898924628,1.0,4,High
4.133247007003542,2,0.1095254686259051,0.0,2,Low
3.9309089206008907,6,0.7064885319977081,0.0,3,Medium
4.547490694783556,1,0.29551791492211427,0.0,4,Low
7.8494903674401435,7,0.28833581789808227,0.5,4,High
8.871126731987657,7,0.16730133747390336,0.5,4,High
4.519479955521644,6,0.5372201490248211,0.0,5,Medium
6.060563188342218,2,0.9034218017944073,1.0,2,High
8.439438618611964,4,0.6854476591258823,0.0,3,Medium
9.977651057393933,5,0.1921573740682937,0.5,3,High
7.8308774615498535,3,0.18829402442424484,0.0,4,Low
6.882326440869198,5,0.3109082865073814,0.5,4,High
8.108244644680203,3,0.36690547420638847,1.0,2,Medium
9.462012215525943,2,0.49964721277608426,0.0,3,Medium
8.011391416866017,4,0.3065904020928481,0.0,2,Low
3.7536961004609553,5,0.7899427230083572,0.5,4,High
10.556503030853461,2,0.6781218095607425,0.5,1,Medium
4.515284045387404,2,0.28803925110563894,0.0,3,Low
10.085634934690416,1,0.4786247536456191,0.0,3,Medium
7.355338462224294,3,0.684065634149992,0.5,1,Medium
6.097563362007654,7,0.8933928941168833,0.5,5,High
9.810958593881765,3,0.2660765408971482,0.0,3,Medium
3.017865783574479,6,0.19321644862341014,0.0,4,Low
8.884897966096199,1,0.09458247925919888,0.0,4,Low
9.019555837409017,1,0.5961611428040385,0.5,4,Medium
5.967483103904862,2,0.890166972694885,0.0,4,Medium
8.406996786973002,4,0.17587236351564647,1.0,2,High
7.804913649719954,2,0.4962540293164654,0.5,5,High
10.846896159443496,2,0.5173252446954199,0.5,5,High
5.981386133850221,3,0.27956991628788547,0.5,4,Medium
11.321669289370465,5,0.31303779506535384,0.5,4,High
6.791150690873714,4,0.00499918551524047,0.0,3,Low
5.414899862976181,6,0.18436016693100563,0.5,2,Medium
4.205799382918321,6,0.011030875137969779,0.0,1,Low
5.632492680279265,5,0.20279627316957635,1.0,5,High
3.1756472960517588,1,0.7647025484364028,0.0,2,Low
10.7,6,0.7,1.0,5,High
4.729048136091022,5,0.30909996508700993,0.5,2,Low
8.701119063186946,5,0.16782671108086233,0.5,2,Medium
4.486404422021224,5,0.684647263801021,1.0,2,High
8.980266855639575,7,0.44747570193922526,1.0,2,High
8.175431595676448,4,0.013163068844454947,0.0,4,Low
7.287239306332705,5,0.7371267149592275,0.5,3,High
5.019975857840439,7,0.013507955622849364,0.5,4,Medium
12.0,5,0.7284939947348896,1.0,2,High
5.683540450673804,4,0.9113074578098972,0.0,3,Medium
8.879928919155027,3,0.5331688948415743,0.0,5,High
8.301125934619508,6,0.0,1.0,3,High
8.131523119650502,3,0.3601553416983116,0.0,2,Low
6.926855852843657,2,0.7021700199630373,0.5,1,Medium
8.661334930496846,5,0.21180910607410963,0.5,5,High
4.712582052363918,6,0.016822936760226417,0.0,5,Low
3.1138758675622342,6,0.01006652132005863,0.5,3,Low
3.354580960321892,5,0.723364554541892,1.0,5,High
9.878521882963271,5,0.37376009298813073,0.5,3,High
5.708968471206984,7,0.7123367171994109,1.0,2,High
6.151602915554022,6,0.6238330153342777,1.0,2,High
4.991652758982343,4,0.31184197744513376,0.5,3,Medium
9.857751596094802,5,0.3253528633129054,0.5,2,High
3.041262219313905,3,0.705375063079071,0.0,5,Low
4.273321816652673,1,0.5038393544477552,0.0,3,Low
4.619582821713659,4,0.1996260327468418,1.0,1,Low
11.831524356926298,4,0.19453390096393885,1.0,4,High
10.289856737917864,6,0.6908804866709105,0.5,2,High
3.884547675196496,4,0.40426664991591893,0.0,3,Low
9.096863342873545,2,0.11446100017498914,0.5,2,Low
3.416076611523989,5,0.7170761900765649,0.0,5,Medium
3.9273955976646118,2,0.3232932240701819,0.0,2,Low
3.5469819532485394,3,0.10620658700322849,0.5,3,Low
3.2258917597282517,7,0.7186820396761023,0.0,3,Medium
3.4849438125981536,4,0.1910196044083992,1.0,3,Medium
6.773154009526695,3,0.6687492563771069,1.0,1,High
7.294974055589194,7,0.2453462066846413,0.0,1,Low
3.137538236211115,2,0.7498134044932421,0.0,2,Low
7.024056910339436,2,0.29445412356300593,0.0,5,Low
9.872247559293687,6,0.16847766384575902,0.5,3,High
4.797860079463962,3,0.2681608983959711,0.0,1,Low
8.786156713922525,2,0.0,0.5,3,Low
8.933595635968716,6,0.18288745065430362,0.5,5,High
11.483859433989007,4,0.0026586955413214442,0.0,4,Medium
8.485891731877398,3,0.1941253175522958,0.0,1,Low
3.842661056259094,5,0.9110486945047624,0.0,5,High
5.818590601204164,5,0.3478906566859689,0.0,4,Medium
4.010534714466678,5,0.17619929299771467,1.0,1,Low
5.417525380538344,6,0.24312012823775722,0.0,5,Medium
6.454664674912453,2,0.6947024616421497,1.0,5,High
3.4361138868543324,2,0.8090333610936956,1.0,5,High
5.912781398578963,2,0.6905255321089562,0.5,4,Medium
8.196550970525557,2,0.08909911344179804,0.5,3,Low
11.635496800780725,6,0.007679617241440146,0.5,5,High
7.1922636328312874,3,0.18821625232295208,1.0,4,Medium
6.063885855106628,1,0.5233308811936487,0.0,3,Low
11.0155246376837,5,0.8149325361462957,0.0,5,High
4.093628146514002,6,0.09392818292272448,1.0,1,Medium
6.570038346474891,1,0.5078085672251038,0.0,3,Low
5.4287667874595655,3,0.606446027479905,0.5,4,Medium
4.783596414016065,3,0.22272222976762812,0.5,1,Low
5.678659228655137,3,0.2060774967526382,0.0,2,Low
3.1264741461086274,1,0.36298888561212433,0.0,4,Low
6.596797109444004,3,0.053207596474399065,1.0,3,Medium
7.31233205347281,5,0.39209644083163164,0.5,2,Medium
4.755872509442891,4,0.5225651413269979,1.0,2,Medium
6.046329057722349,4,0.21269624554351826,0.0,1,Low
3.6,1,0.0,0.0,1,Low
5.279443964634114,6,0.5710045284900515,1.0,5,High
7.8,4,0.3,0.5,3,Medium
8.57765694010167,5,0.0,1.0,2,Medium
9.899692398793086,5,0.0,1.0,2,High
11.58232068436559,6,0.721281647455524,0.0,2,High
9.424929003459837,1,0.1740166218425536,0.5,1,Low
4.93371682265203,7,0.2744484282309132,0.5,3,Medium
5.409477804442323,1,0.128446532480035,0.5,3,Low
4.171044717551267,6,0.030699905138997747,0.0,4,Low
6.944970212322239,2,0.0,0.5,3,Low
5.655301271400239,1,0.19671671253823614,1.0,2,Low
5.493204457992345,6,0.08825490572829899,0.5,3,Medium
7.503344293934081,6,0.20950733758054096,1.0,3,High
10.67804457272309,1,0.0,0.0,2,Low
11.682089152396259,3,0.3062127645104745,1.0,1,High
7.278245136544093,1,0.010738414330635958,0.5,4,Low
10.151100625093584,2,0.10013735487377368,1.0,2,Medium
10.767920037742103,7,0.19159890562733994,0.5,3,High
8.800631448104488,2,0.02246912109857946,0.0,1,Low
11.319482055817067,2,0.009526846542592829,1.0,5,High
5.7674638970678505,3,0.09185980762147382,0.0,1,Low
4.82107388669751,1,0.6806738645239215,0.5,5,Medium
5.488180692019984,2,0.1993885050108752,0.0,1,Low
3.946764098396508,3,0.6821125032620965,0.5,3,Medium
10.095201619217242,6,0.7064070770448099,0.5,2,High
10.833292486336266,3,0.40987724427947003,0.0,4,High
4.532710686496109,5,0.22884849050000355,0.0,3,Low
3.212213445135578,7,0.0,1.0,4,Medium
6.1507757143174935,1,0.0,0.5,3,Low
10.710064646782824,4,0.7704160473658995,0.0,3,High
5.548273199029831,7,0.13583033767349956,0.5,5,High
6.202656735124045,4,0.47197250894680454,0.5,2,Medium
2.988945060834032,6,0.5162272526410988,0.0,5,Medium
7.995767372512069,3,0.030005708682436186,0.0,2,Low
7.245761822419003,3,0.18050516062088498,1.0,2,Medium
3.9872421868218453,7,0.31960152857463897,0.0,3,Low
10.028487733773678,3,0.785000669406975,0.5,5,High
7.803357278738064,7,0.1786318877559213,0.5,3,High
5.366056154318141,1,0.3982935903584129,0.5,5,Medium
7.130488846817987,1,0.1651146411532078,0.5,3,Low
7.9436691138005,3,0.4298108564709628,1.0,3,High
7.662421034136141,6,0.21517366660132076,0.0,4,Medium
8.585546385691185,4,0.3872702571114272,0.0,3,Medium
10.966750654040801,3,0.0,0.0,5,Medium
4.895152084108964,1,0.5091472182771455,0.5,2,Low
10.777532807559577,2,0.28849217310808506,1.0,2,High
4.365589025801098,2,0.29173593533004155,0.0,1,Low
4.0,1,0.1,0.0,2,Low
5.405513849821508,2,0.5312064984297363,0.5,3,Medium
11.897782759536124,3,0.5827370106992733,0.5,5,High
9.308361106508745,4,0.31138710450006474,0.0,5,Medium
10.311148836080083,2,0.10850243034737594,0.5,3,Medium
5.882135711640308,7,0.6118315849551319,0.5,2,High
8.136003049314878,1,0.8078216177574223,0.5,3,Medium
3.530723744453403,7,0.19957833359022661,0.5,3,Medium
8.398219454865895,1,0.2673081889506626,0.5,3,Medium
3.257499843762095,2,0.26655955710358437,0.5,4,Low
8.060814427285734,4,0.0951951917403696,0.5,2,Medium
7.34016993102814,1,0.7154774588863829,1.0,5,High
9.771201406219163,5,0.6852006913305569,0.5,1,High
5.0145595039324595,3,0.221039171761797,0.0,1,Low
5.431709763036246,4,0.1901611302240096,0.0,2,Low
5.8514230653002555,1,0.6216367146809771,0.5,3,Medium
3.916957445870447,1,0.0,1.0,4,Low
4.811649199100859,7,0.20017787275933702,1.0,4,High
11.26033031791428,6,0.3397265302899933,1.0,1,High
6.705519067624528,5,0.22239098994293302,0.0,3,Low
4.129126614344886,4,0.6975745901813748,0.0,3,Low
5.598501333031225,1,0.2857553194537745,0.5,5,Low
6.65900590256586,7,0.0,1.0,2,Medium
7.306280369392588,1,0.5577251271758391,0.5,2,Low
4.376579027832689,3,0.939522271956303,1.0,1,High
6.990548389979445,2,0.8844790754432267,0.0,5,Medium
10.61174333153172,4,0.24649887104734042,0.0,2,Medium
4.586849833657473,1,0.6321310673566116,0.5,1,Low
8.14103418128759,7,0.47869901556321626,0.0,3,High
10.330702890073011,4,0.10938403855997723,0.5,3,Medium
3.1253512522359195,7,0.11699103183863994,0.0,3,Low
10.707367607463047,2,0.01467708807804252,0.5,3,Medium
4.8947604426213465,4,0.7415041409717468,0.5,5,High
6.32859107550197,2,0.3016806193047206,0.0,5,Low
5.0591985596806595,7,0.0014967573655841131,0.0,3,Low
7.301186196997481,1,0.011585615237366257,0.5,4,Low
8.947284307971334,3,0.0,0.0,2,Low
4.3514733612153185,2,0.11139633709007235,0.0,2,Low
8.238448881996055,3,0.07656512943571993,0.5,2,Low
4.626505359203545,4,0.6814152561905539,1.0,4,High
7.517584207743077,1,0.442589371975397,0.5,4,Medium
6.340486617601817,1,0.70596655976654,1.0,2,Medium
4.6196669410606965,2,0.20215694718166807,0.5,4,Low
5.036689383256287,6,0.010342975929232183,1.0,2,Medium
4.239863901497123,6,0.0018620468956663085,0.0,2,Low
4.005855071129955,7,0.0,1.0,1,Medium
6.805154603990335,4,0.15052771682894125,0.5,5,Medium
4.285162121807226,6,0.6994052004867775,0.5,2,Medium
10.249914063422722,6,0.6986721641535272,0.5,3,High
3.4879221763984924,4,0.2177410300331815,0.5,3,Low
8.80990609599895,7,0.5346492579795687,0.0,3,High
5.723837926270435,3,0.8805712881018171,0.5,3,High
7.8678544912919515,2,0.2406903760799355,1.0,2,Medium
11.430510962913957,2,0.7094260080232005,0.0,3,High
7.435314299267468,3,0.3769861445552754,0.5,5,High
7.359398812894448,5,0.11826273108612206,0.0,2,Low
6.1839147830917005,2,0.11682213031209428,0.5,3,Low
9.270444576601433,1,0.5188376881431519,1.0,2,Medium
9.927956864455508,4,0.3091610540505301,1.0,3,High
10.576792350111589,4,0.21651726116534886,0.5,2,Medium
6.259946701588454,4,0.1956426463509741,1.0,2,Medium
5.593098957077628,4,0.11707139468876487,0.5,3,Low
7.371820804939196,5,0.5950631660651614,0.5,5,High
3.924070821625718,6,0.0005999999053233937,0.0,2,Low
6.926171165488744,3,0.012892436009072979,0.5,5,Medium
12.0,3,0.5931748411469376,0.5,2,High
6.19575705961015,6,0.3185515187119452,0.5,4,High
6.61984223128759,3,0.0847181934974711,0.0,2,Low
7.349998495394443,6,0.11049245771461341,0.5,3,Medium
7.993734023582197,3,0.009324103478792123,0.5,4,Medium
6.016672690096116,5,0.9334565007126232,1.0,1,High
4.305681407933376,3,1.2315772791709109e-05,0.5,2,Low
10.365874157457077,2,0.5929005584023789,0.0,1,Low
5.374796166796003,3,0.005452298126163617,0.0,3,Low
10.821519530846347,2,0.23496711741888257,0.5,5,High
9.48804114141936,3,0.023490685424293438,0.5,3,Medium
3.824589350306913,4,0.11930215107897416,0.0,2,Low
3.4908296450502947,3,0.6078078540825913,0.5,4,Medium
9.65925476067473,5,0.811407114856895,1.0,3,High
6.252164916373684,2,0.3738034311381085,0.5,4,Medium
5.468804972883879,7,0.11294370668222735,0.5,2,Medium
4.21343490631468,4,0.5693839099815583,1.0,1,Medium
7.305035883350253,6,0.31024234830625297,0.0,2,Medium
7.870190430665421,3,0.41706075821748473,1.0,3,High
2.825588323730184,1,0.06882430764726263,0.0,5,Low
5.682129817662425,2,0.1169403860566556,0.5,5,Low
7.616680171536458,5,0.742678878805136,0.0,4,High
5.921659418570395,5,0.6791729912169471,0.5,3,High
5.925243861433851,4,0.21895973132093657,1.0,4,High
7.635670779779933,5,0.295329095971961,0.0,1,Low
2.940907553720245,5,0.6264550208709293,0.5,4,Medium
3.8120891252398152,3,0.6070464141778512,1.0,1,Medium
10.495236280449815,4,0.0,0.5,3,Medium
5.1514001900950195,1,0.6078674742523643,0.5,3,Low
4.484563223492403,3,0.046415651823095275,1.0,4,Medium
11.177008025299836,6,0.0790618453562482,0.0,5,High
3.2753383522167843,5,0.38254039341607876,0.5,3,Low
4.737707298262421,4,0.49758808674661187,0.0,4,Low
5.598125228327419,7,0.43772772374309404,0.5,4,High
10.87278702025894,3,0.7810533483126134,0.5,3,High
6.957903271815036,4,0.5376505343538043,0.5,1,Medium
6.209214096385639,4,0.327019415896366,0.5,5,Medium
6.62014329931613,3,0.0,1.0,3,Medium
6.021501476711284,3,0.8017332063336655,0.5,4,High
8.032258231380082,3,0.0925033267580351,1.0,3,Medium
7.772742169937189,5,0.29820426064797956,0.5,5,High
3.8989679273208586,7,0.8157013855902081,0.0,2,Medium
12.0,1,0.6219220352808629,0.5,4,High
11.980061936281833,4,0.10189025325743443,0.0,1,Low
3.9200808034900474,5,0.5186731340884964,1.0,1,Medium
8.849825440068546,2,0.0,0.0,2,Low
7.105584404726035,3,0.48383620487965373,0.5,2,Medium
3.8755046675718914,6,0.01666348571184291,0.5,3,Low
3.3378964108061115,5,0.29394781727743824,0.0,1,Low
8.443293333474193,3,0.0,0.5,3,Medium
3.660100480896329,6,0.39790866948263376,0.0,4,Low
9.1942496444773,3,0.29878505765671404,1.0,5,High
5.933936902930341,7,0.591323467955242,1.0,1,High
7.958002135814946,6,0.2112859743727806,0.0,4,Medium
7.257083537503752,5,0.520349158111886,0.0,5,High
8.236070519799902,5,0.07778212045906711,0.0,5,Medium
5.540813928785355,6,0.694448893502445,0.5,2,High
6.9,3,0.3,0.5,3,Medium
8.122211489180337,1,0.0,0.0,3,Low
11.8449078910163,7,0.48948634498720944,1.0,2,High
9.105045485735564,3,0.016232117969775223,1.0,1,Medium
4.550717838364747,1,0.0,0.5,3,Low
4.704277246761825,4,0.6675618318802765,0.0,5,Medium
11.1,6,0.8,1.0,5,High
11.800977435354687,1,0.33384151507968396,1.0,1,High
3.496279499382673,6,0.052202798229861236,1.0,4,Medium
3.5746687736303913,1,0.01143042880249548,0.0,1,Low
4.156081783908132,5,0.20733153886492314,1.0,1,Medium
4.124177415475558,3,0.6227605625203453,0.0,2,Low
10.367773440368671,6,0.0,0.0,4,Medium
3.2037199451517506,1,0.7238254870675571,0.0,5,Low
6.3879751889749885,7,0.25869831170961977,0.0,2,Low
8.237124882373255,2,0.0810504963390275,0.0,5,Low
9.999222554181447,5,0.9152780535680288,0.5,4,High
