route_distance_km,route_duration_min,intersection_density,is_night,weather_stress_index,fatigue_score,shift_duration_hours,route_risk_label
9.19,58.5,2.11,1,0.0,5,9.2,High
3.72,64.1,1.67,0,0.0,4,10.9,High
23.19,43.6,0.83,0,1.0,2,7.9,Medium
22.06,58.3,1.1,1,0.0,1,5.9,Medium
7.19,54.7,0.63,1,0.5,5,6.1,High
16.84,81.6,2.73,0,0.0,4,9.0,High
20.61,8.9,1.79,0,0.5,4,2.0,Medium
14.32,28.9,1.26,0,0.0,2,8.2,Medium
13.71,85.8,1.44,1,1.0,5,5.6,High
6.8,80.7,2.85,0,0.0,4,9.9,High
3.23,43.7,0.54,1,0.0,1,2.9,Medium
22.53,57.7,1.8,0,0.0,2,7.9,Medium
22.61,28.6,1.57,0,0.0,5,6.8,Medium
16.19,21.0,1.87,0,0.0,2,8.4,Medium
9.14,44.4,0.15,0,0.0,1,2.6,Low
9.38,35.0,2.63,0,0.5,5,7.8,High
18.42,54.6,2.8,0,0.0,2,7.6,High
22.53,11.6,1.74,0,0.0,3,7.6,Medium
22.29,87.8,2.12,1,0.5,1,8.0,High
19.72,88.8,2.78,0,0.5,1,8.8,High
16.41,64.3,2.15,0,0.0,1,10.0,Medium
3.02,50.6,0.54,1,0.0,3,4.7,Medium
4.88,31.3,1.77,1,0.0,3,10.3,High
22.57,74.2,1.86,1,0.5,4,7.0,High
15.55,63.2,1.33,1,0.5,2,2.8,Medium
1.22,18.8,2.24,0,0.0,4,2.6,Medium
3.44,82.4,2.81,0,0.5,2,5.3,High
16.92,74.9,2.78,1,0.5,3,9.8,High
1.12,85.7,1.41,1,0.0,3,9.1,High
4.86,66.7,0.43,0,1.0,4,9.9,High
14.17,57.1,2.96,1,0.0,5,7.2,High
17.61,40.6,2.53,0,0.0,4,6.4,High
16.65,84.3,0.46,0,0.0,2,3.5,Medium
6.38,78.6,2.77,0,0.0,4,5.3,High
18.09,8.8,2.62,0,0.0,1,6.3,Medium
6.69,7.2,1.6,0,1.0,2,2.9,Medium
8.81,37.0,1.81,0,0.0,2,4.2,Medium
18.92,73.9,1.26,1,0.0,5,8.0,High
16.59,88.9,0.26,0,0.0,3,9.4,Medium
21.38,17.8,1.07,0,1.0,2,12.0,High
16.78,55.5,2.43,1,0.0,3,11.3,High
14.64,37.4,0.11,1,0.0,4,8.4,Medium
3.25,87.4,1.07,1,0.0,1,6.2,Medium
9.83,76.6,1.25,1,0.0,5,8.4,High
7.36,76.3,1.66,1,1.0,3,9.9,High
6.86,44.8,2.77,0,1.0,2,3.2,High
24.35,40.3,1.1,0,0.0,3,6.1,Medium
10.43,28.2,1.11,0,1.0,2,10.4,High
22.41,9.8,2.24,0,0.5,3,5.8,Medium
16.15,78.5,1.41,0,1.0,2,7.7,High
20.08,74.1,0.75,1,0.0,4,7.9,High
13.06,90.0,1.41,0,0.0,2,3.8,Medium
14.85,89.7,0.51,0,0.0,2,5.6,Medium
12.82,52.2,0.61,0,0.5,1,5.3,Medium
5.69,70.4,1.55,1,0.0,2,2.3,Medium
18.34,85.3,1.31,0,0.0,1,2.2,Medium
7.74,77.2,2.75,1,0.0,5,10.3,High
1.58,26.0,1.15,0,0.5,1,4.7,Medium
16.49,43.3,1.78,0,0.0,4,7.2,High
5.25,16.0,1.93,0,0.5,1,5.0,Medium
23.57,86.1,0.14,1,1.0,5,11.4,High
23.89,56.5,2.02,0,0.0,4,4.6,Medium
22.96,24.4,0.62,1,0.5,3,6.3,Medium
9.88,62.1,2.89,0,0.0,3,10.7,High
1.37,57.5,0.53,0,1.0,1,10.4,Medium
23.28,35.4,1.3,1,0.0,1,3.9,Medium
11.28,14.7,0.35,1,0.5,5,10.0,High
24.2,62.1,2.99,1,0.5,5,6.6,High
24.13,49.2,1.56,1,1.0,2,6.8,High
21.47,70.6,1.83,1,0.5,5,3.3,High
8.07,49.2,0.29,1,0.0,2,2.8,Medium
10.24,77.4,2.27,1,0.5,4,9.3,High
21.43,51.9,0.71,1,1.0,1,7.0,High
8.61,52.7,2.7,1,0.0,4,6.4,High
5.07,79.5,0.69,0,0.0,5,9.3,High
14.36,39.3,0.65,1,1.0,4,9.7,High
23.47,16.4,0.21,0,0.5,4,3.6,Medium
17.7,7.4,1.47,1,0.5,4,8.1,High
14.68,69.2,1.74,1,0.0,5,3.4,High
3.33,57.7,0.29,0,0.5,4,9.5,High
15.76,64.8,2.35,1,0.0,2,8.6,High
24.76,23.1,1.41,0,0.5,5,11.6,High
4.36,16.6,1.62,0,0.0,4,2.7,Medium
13.44,6.2,1.38,1,0.5,5,2.6,Medium
22.06,34.8,1.26,0,1.0,3,4.8,Medium
18.78,55.1,1.72,1,0.0,2,4.6,Medium
17.73,38.3,0.55,1,1.0,4,4.5,High
17.86,42.2,0.63,0,0.0,3,11.1,Medium
9.63,81.9,2.6,0,1.0,3,4.5,High
8.05,34.6,2.84,0,0.5,5,4.7,High
20.42,48.7,1.18,0,0.0,3,9.6,Medium
20.44,71.6,0.89,1,0.5,2,6.5,High
21.81,38.7,1.97,0,1.0,2,9.8,High
22.92,57.9,1.29,0,0.0,1,2.7,Low
13.27,78.3,0.17,0,0.0,2,6.9,Medium
13.04,85.7,0.55,0,0.5,3,2.3,Medium
20.16,17.5,2.18,1,0.5,2,2.6,Medium
16.6,83.8,2.01,0,0.5,5,11.1,High
17.85,46.8,0.18,1,0.5,1,3.4,Medium
20.1,27.0,0.74,0,0.0,3,7.3,Medium
22.36,44.0,0.77,1,0.5,1,6.1,Medium
9.11,88.3,2.05,0,0.0,3,5.5,High
10.01,46.9,0.16,0,0.0,5,11.0,High
3.26,32.9,0.4,1,0.0,1,2.2,Low
14.88,58.8,2.42,0,0.0,4,8.6,High
1.86,25.4,0.62,1,0.0,3,11.6,High
12.17,11.4,1.99,1,0.0,4,7.6,High
14.02,16.0,0.79,0,0.5,1,11.4,Medium
7.88,15.9,0.39,0,0.0,4,2.5,Low
15.18,17.9,0.81,1,0.0,4,6.2,Medium
1.73,16.8,2.19,0,0.0,1,4.6,Medium
1.9,59.5,2.58,0,0.0,5,9.3,High
20.74,20.5,2.51,0,0.0,4,11.8,High
9.64,34.4,1.25,0,0.0,4,4.6,Medium
4.05,81.2,2.04,0,0.5,5,8.5,High
13.53,45.3,0.69,1,0.5,4,4.0,High
19.48,61.7,0.95,1,0.5,4,7.7,High
6.18,19.6,2.7,1,0.0,4,6.6,High
15.95,21.3,0.14,1,0.0,2,11.7,Medium
3.05,8.5,0.35,0,1.0,5,8.1,High
